Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR21833546,AMPLICON,502,4644504,PRJNA887535,SAMN31171275,Metagenome or environmental,3209567,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822776,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019789,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma293,SRP401402
SRR21833547,AMPLICON,502,4625930,PRJNA887535,SAMN31171274,Metagenome or environmental,3146653,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822775,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019788,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma292,SRP401402
SRR21833548,AMPLICON,502,4440190,PRJNA887535,SAMN31171273,Metagenome or environmental,2987975,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822774,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019787,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma291,SRP401402
SRR21833549,AMPLICON,502,5083252,PRJNA887535,SAMN31171272,Metagenome or environmental,3447061,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822773,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019786,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma290,SRP401402
SRR21833550,AMPLICON,502,13777390,PRJNA887535,SAMN31171011,Metagenome or environmental,7969470,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822772,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010440,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma29,SRP401402
SRR21833551,AMPLICON,502,4084774,PRJNA887535,SAMN31171271,Metagenome or environmental,2812725,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822771,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019785,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma289,SRP401402
SRR21833552,AMPLICON,502,6644974,PRJNA887535,SAMN31171270,Metagenome or environmental,4557433,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822770,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019784,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma288,SRP401402
SRR21833553,AMPLICON,502,5732338,PRJNA887535,SAMN31171269,Metagenome or environmental,3927504,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822769,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019783,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma287,SRP401402
SRR21833554,AMPLICON,502,5442684,PRJNA887535,SAMN31171268,Metagenome or environmental,3697658,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822768,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019782,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma286,SRP401402
SRR21833555,AMPLICON,502,5826714,PRJNA887535,SAMN31171267,Metagenome or environmental,3981707,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822767,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019781,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma285,SRP401402
SRR21833556,AMPLICON,502,6271988,PRJNA887535,SAMN31171266,Metagenome or environmental,4313835,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822766,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019780,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma284,SRP401402
SRR21833557,AMPLICON,502,1940230,PRJNA887535,SAMN31171265,Metagenome or environmental,1459104,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822765,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019779,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma283,SRP401402
SRR21833558,AMPLICON,502,3554160,PRJNA887535,SAMN31171264,Metagenome or environmental,2429688,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822764,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019778,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma282,SRP401402
SRR21833559,AMPLICON,502,2411608,PRJNA887535,SAMN31171263,Metagenome or environmental,1678011,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822763,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019777,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma281,SRP401402
SRR21833560,AMPLICON,502,3619420,PRJNA887535,SAMN31171262,Metagenome or environmental,2448143,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822762,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019776,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma280,SRP401402
SRR21833561,AMPLICON,502,14547960,PRJNA887535,SAMN31171010,Metagenome or environmental,8300421,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822761,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010439,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma28,SRP401402
SRR21833562,AMPLICON,502,5578224,PRJNA887535,SAMN31171261,Metagenome or environmental,3758333,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822760,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019775,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma279,SRP401402
SRR21833563,AMPLICON,502,4918094,PRJNA887535,SAMN31171260,Metagenome or environmental,3407387,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822759,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019774,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma278,SRP401402
SRR21833564,AMPLICON,502,3720824,PRJNA887535,SAMN31171259,Metagenome or environmental,2542452,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822758,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019773,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma277,SRP401402
SRR21833565,AMPLICON,502,4835766,PRJNA887535,SAMN31171258,Metagenome or environmental,3272476,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822757,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019772,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma276,SRP401402
SRR21833566,AMPLICON,502,4979840,PRJNA887535,SAMN31171257,Metagenome or environmental,3360345,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822756,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019771,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma275,SRP401402
SRR21833567,AMPLICON,502,5756434,PRJNA887535,SAMN31171256,Metagenome or environmental,3900561,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822755,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019770,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma274,SRP401402
SRR21833568,AMPLICON,502,5976310,PRJNA887535,SAMN31171255,Metagenome or environmental,4086558,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822754,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019769,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma273,SRP401402
SRR21833569,AMPLICON,502,4716290,PRJNA887535,SAMN31171254,Metagenome or environmental,3201580,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822753,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019768,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma272,SRP401402
SRR21833570,AMPLICON,502,4712776,PRJNA887535,SAMN31171253,Metagenome or environmental,3278958,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822752,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019767,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma271,SRP401402
SRR21833571,AMPLICON,502,5415576,PRJNA887535,SAMN31171252,Metagenome or environmental,3619630,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822751,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019766,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma270,SRP401402
SRR21833572,AMPLICON,502,9785486,PRJNA887535,SAMN31171009,Metagenome or environmental,5724218,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822750,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010438,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma27,SRP401402
SRR21833573,AMPLICON,502,5237366,PRJNA887535,SAMN31171251,Metagenome or environmental,3555257,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822749,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019765,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma269,SRP401402
SRR21833574,AMPLICON,502,3784578,PRJNA887535,SAMN31171250,Metagenome or environmental,2607000,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822748,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019764,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma268,SRP401402
SRR21833575,AMPLICON,502,4194712,PRJNA887535,SAMN31171191,Metagenome or environmental,2836290,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822747,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019705,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma209,SRP401402
SRR21833576,AMPLICON,502,2828268,PRJNA887535,SAMN31171190,Metagenome or environmental,2001239,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822746,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019704,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma208,SRP401402
SRR21833577,AMPLICON,502,3817710,PRJNA887535,SAMN31171189,Metagenome or environmental,2605348,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822745,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019703,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma207,SRP401402
SRR21833578,AMPLICON,502,5924604,PRJNA887535,SAMN31171188,Metagenome or environmental,4083236,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822744,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019702,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma206,SRP401402
SRR21833579,AMPLICON,502,7096774,PRJNA887535,SAMN31171187,Metagenome or environmental,4717071,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822743,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019701,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma205,SRP401402
SRR21833580,AMPLICON,502,4883456,PRJNA887535,SAMN31171186,Metagenome or environmental,3493578,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822742,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019700,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma204,SRP401402
SRR21833581,AMPLICON,502,5532040,PRJNA887535,SAMN31171185,Metagenome or environmental,3699520,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822741,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018878,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma203,SRP401402
SRR21833582,AMPLICON,502,3671126,PRJNA887535,SAMN31171184,Metagenome or environmental,2501041,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822740,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018877,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma202,SRP401402
SRR21833583,AMPLICON,502,2818228,PRJNA887535,SAMN31171183,Metagenome or environmental,1947806,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822739,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018876,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma201,SRP401402
SRR21833584,AMPLICON,502,2488414,PRJNA887535,SAMN31171182,Metagenome or environmental,1712152,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822738,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018875,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma200,SRP401402
SRR21833585,AMPLICON,502,15253772,PRJNA887535,SAMN31171002,Metagenome or environmental,8828775,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822737,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010431,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:39:00Z,1,Neotoma20,SRP401402
SRR21833586,AMPLICON,500,7393500,PRJNA887535,SAMN31170984,Metagenome or environmental,4340878,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822736,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010399,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma2,SRP401402
SRR21833587,AMPLICON,502,4380452,PRJNA887535,SAMN31171181,Metagenome or environmental,3017703,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822735,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018874,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma199,SRP401402
SRR21833588,AMPLICON,500,5720500,PRJNA887535,SAMN31171180,Metagenome or environmental,3437718,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822734,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018873,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma198,SRP401402
SRR21833589,AMPLICON,502,4201740,PRJNA887535,SAMN31171179,Metagenome or environmental,2830615,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822733,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018872,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma197,SRP401402
SRR21833590,AMPLICON,502,3882468,PRJNA887535,SAMN31171178,Metagenome or environmental,2639287,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822732,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018871,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma196,SRP401402
SRR21833591,AMPLICON,500,7608000,PRJNA887535,SAMN31171177,Metagenome or environmental,4504338,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822731,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018870,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma195,SRP401402
SRR21833592,AMPLICON,500,12296500,PRJNA887535,SAMN31171176,Metagenome or environmental,7042478,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822730,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018869,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma194,SRP401402
SRR21833593,AMPLICON,502,4290092,PRJNA887535,SAMN31171175,Metagenome or environmental,2891501,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822729,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018868,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma193,SRP401402
SRR21833594,AMPLICON,502,3702250,PRJNA887535,SAMN31171174,Metagenome or environmental,2463165,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822728,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018867,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma192,SRP401402
SRR21833595,AMPLICON,502,4835766,PRJNA887535,SAMN31171173,Metagenome or environmental,3299352,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822727,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018866,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma191,SRP401402
SRR21833596,AMPLICON,502,2184704,PRJNA887535,SAMN31171172,Metagenome or environmental,1515884,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822726,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018865,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma190,SRP401402
SRR21833597,AMPLICON,502,11938564,PRJNA887535,SAMN31171001,Metagenome or environmental,7047487,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822725,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010430,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma19,SRP401402
SRR21833598,AMPLICON,502,4151038,PRJNA887535,SAMN31171171,Metagenome or environmental,2846515,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822724,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018864,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma189,SRP401402
SRR21833599,AMPLICON,502,3329766,PRJNA887535,SAMN31171170,Metagenome or environmental,2274134,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822723,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018863,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma188,SRP401402
SRR21833600,AMPLICON,500,8580000,PRJNA887535,SAMN31171169,Metagenome or environmental,5003849,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822722,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018862,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma187,SRP401402
SRR21833601,AMPLICON,502,3306674,PRJNA887535,SAMN31171168,Metagenome or environmental,2264150,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822721,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018861,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma186,SRP401402
SRR21833602,AMPLICON,502,4598822,PRJNA887535,SAMN31171167,Metagenome or environmental,3052682,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822720,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018860,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma185,SRP401402
SRR21833603,AMPLICON,500,8207000,PRJNA887535,SAMN31171166,Metagenome or environmental,4780520,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822719,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018859,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma184,SRP401402
SRR21833604,AMPLICON,502,4813678,PRJNA887535,SAMN31171165,Metagenome or environmental,3265723,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822718,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018858,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma183,SRP401402
